User_ID,Age,Gender,Country,Student_Working_Status,Daily_Social_Media_Hours,Screen_Time_Hours,Night_Scrolling_Frequency,Online_Gaming_Hours,Content_Type_Preference,Exercise_Frequency_per_Week,Daily_Sleep_Hours,Caffeine_Intake_Cups,Study_Work_Hours_per_Day,Overthinking_Score,Anxiety_Score,Mood_Stability_Score,Social_Comparison_Index,Sleep_Quality_Score,Motivation_Level,Emotional_Fatigue_Score,Wellbeing_Index,Burnout_Risk
U02427,22,Male,Canada,Student,3.31,7.71,3.58,2.53,Gaming,2.44,3.66,2.72,2.73,3.69,3.64,6.33,3.59,3.12,3.42,5.34,2.79,High
U02428,26,Male,UK,Student,1.64,3.82,3.46,1,News,1.99,7.09,0.91,3.52,4.21,6.07,5.63,2.06,8.1,5.77,4.75,4.7,Medium
U02429,20,Female,USA,Student,5.04,9.26,2.89,2.81,Educational,2.42,9.5,1.03,6.16,4.9,4.18,5.33,5.92,9.21,6.55,5.04,5.49,Medium
U02430,18,Non-binary,India,Working,2.37,6.54,3.61,1.7,Educational,2.25,5,0.43,4.61,6.31,9.69,2.26,4.74,5.01,1.45,8.38,1,High
U02431,21,Male,Canada,Student,7.21,12.3,5.45,2.21,News,4.19,7.65,2.4,3.66,8.64,4.21,6.23,6.47,6.56,6.35,7.61,4.41,Medium
U02432,26,Male,Canada,Student,1.33,2.58,4.32,3.06,Gaming,0.49,4,1.96,8.3,5.18,6.54,3.42,1.6,4.24,2.03,5.36,1.25,High
U02433,21,Male,UK,Student,4.08,8.16,1.45,2.25,Entertainment,4.04,7.82,1.09,5.2,3.7,4.96,3.71,4.57,8.38,4.22,4.95,3.78,High
U02434,19,Male,USA,Student,5.13,7.46,5.03,1.88,Lifestyle,6.44,3.93,2.4,8.01,4.85,5.4,5.33,3.2,4.05,5.29,6.05,2.99,High
U02435,22,Male,USA,Student,2.47,6.37,2.7,0.69,Gaming,3.24,6.66,0,3.24,5.2,3.17,4.42,4.35,7.72,4.39,3.14,4.46,Medium
U02436,20,Female,Pakistan,Student,2.94,6.82,3.9,4.84,Entertainment,2.89,6.55,0.98,3.84,3.95,2.79,6.2,3.68,5.88,5.94,4.96,4.71,Medium
U02437,26,Non-binary,USA,Working,5.28,7.42,2.65,2.05,Educational,1.83,7.6,0.02,7.43,4.83,4.09,5.27,4.87,7.38,4.95,5.57,4.26,Medium
U02438,21,Male,Canada,Student,2.57,6.29,0.88,1.43,News,0.6,7.79,2.92,5.95,4.93,4.07,4.85,4.86,8.01,5.6,5.24,4.6,Medium
U02439,23,Female,Pakistan,Student,6.88,9.54,3.27,2.69,News,2.46,6.16,1.29,8.09,6.25,6.44,5.98,4.53,5.91,2.14,7.22,2.4,High
U02440,19,Male,USA,Student,4.08,6.39,4.62,3.25,Entertainment,2.91,5.73,2.09,6.43,4.96,3.62,7.11,2.96,5.71,4.17,4.66,4.28,Medium
U02441,23,Male,UK,Student,3.37,4.49,1.79,1.78,Gaming,0.2,5.86,2.66,9.33,5.11,5.72,3.74,3.8,6.16,4.74,6.08,2.91,High
U02442,20,Male,Canada,Working,6.43,10.84,2.49,0.22,Entertainment,1.77,6.15,2.74,8.3,4.59,4.27,5.57,6.91,6.83,4.7,6.9,3.84,High
U02443,26,Female,Australia,Both,2.41,5.32,5.46,0.85,Gaming,1.48,6.76,1.08,7.02,6.98,5.32,5.19,4.82,7.14,5.1,6.09,3.91,High
U02444,19,Male,UK,Student,6.59,8.54,4.54,0,Educational,4.49,6.81,1.49,3.93,5.41,3.07,6.31,6.92,6.55,5.12,4.31,4.76,Medium
U02445,26,Male,UK,Student,2.53,5.84,4.07,1.21,News,3.64,5.83,2.53,4,6.32,6.09,2.97,2.85,5.34,4.64,5.92,2.32,High
U02446,22,Male,USA,Student,5.89,9,3.81,1.53,Gaming,2.62,7.1,0.46,2.56,4.89,3.83,5.61,7.17,6.42,7.03,6.4,4.65,Medium
U02447,25,Male,Pakistan,Working,6.8,8.88,3.35,1.22,Educational,3.39,7.3,0.8,7.43,6.56,3.83,5.04,6.91,8.15,7.55,6.52,5.19,Medium
U02448,19,Male,Pakistan,Working,3.84,5.94,1.94,3.14,Lifestyle,2.68,9.41,1.35,5.49,5.16,3.07,6.39,3.01,10,7.93,3.28,7.05,Low
U02449,23,Female,Canada,Working,3.84,7.95,2.38,0,Entertainment,5.27,8.05,1.69,2.37,4.02,2.58,5.97,3,8.59,7.31,3.9,6.21,Medium
U02450,20,Female,USA,Student,3.57,6.78,4.58,2.26,Gaming,3.34,7.11,2.39,5.56,7.41,5.35,3.45,5.45,8.09,4.71,4.19,3.82,High
U02451,22,Female,Pakistan,Working,2.83,5.18,2.81,0,Entertainment,2.75,6.21,2.48,5.83,3.32,5.35,3.66,2.46,7.36,2.71,6.03,2.68,High
U02452,25,Male,India,Working,4.13,6.75,0.87,3.18,Entertainment,1.73,4.35,0.45,5.6,3.85,5.79,5.62,3.7,4.57,2.78,5.29,2.48,High
U02453,18,Male,Australia,Student,5.36,7.99,3.12,0,News,4.33,4.47,0.98,5.77,4.32,5.22,5.45,6.14,5.03,5.4,7.1,3.24,High
U02454,22,Male,India,Student,4.88,6.2,0.64,1.78,Entertainment,0,7.39,0.78,9.16,4.53,5.07,4.44,5.19,8.03,2.98,7.49,3.06,High
U02455,20,Male,USA,Student,4.76,8.7,2.16,2.96,Lifestyle,0.96,6.52,0.97,5.76,5.12,4.16,5.02,5.98,5.94,3.82,8.29,2.85,High
U02456,21,Female,USA,Working,2.9,5.53,0.91,2.1,News,5.36,5.31,1.05,3.02,2.91,3.66,6.46,3.68,4.99,4.06,5.48,3.65,High
U02457,19,Male,Pakistan,Both,2.38,5.23,2.99,0,Entertainment,0,6.3,0.8,5.47,4.62,5.46,4.94,4.51,6.29,3.77,6.32,3.04,High
U02458,26,Male,UK,Student,6.65,10.21,3.3,2.22,Lifestyle,1.73,5.85,0.07,7.05,7.12,6.15,3.9,3.88,5.27,3.29,8.96,1.64,High
U02459,20,Female,USA,Student,2,6.24,4.78,1.73,Gaming,3.84,6.34,2.46,4.44,5.84,4.72,4.91,2.91,8.03,4.6,4.14,4.37,Medium
U02460,19,Male,UK,Both,3.77,6.97,3.69,0,Educational,3.41,5.34,2.52,6.8,6.86,5.35,4.09,4.7,4.53,5.79,5.82,2.94,High
U02461,26,Non-binary,Canada,Student,5.13,7.04,2.41,0.25,Lifestyle,2.48,7.25,0,6.05,5.39,4.9,5.14,6.09,8.13,4.83,6.2,4.18,Medium
U02462,24,Male,Canada,Student,6.28,9.03,1.9,0.56,Gaming,2.06,6.11,1.83,8.16,3.54,5.23,7.54,4.74,6.39,5.43,5.51,4.66,Medium
U02463,23,Female,Pakistan,Student,4.03,6.96,3.54,0,Gaming,1.4,7.63,4.33,7.49,4.31,2.53,5.63,4.75,8.03,5.75,5.64,5.11,Medium
U02464,18,Male,Canada,Student,4.41,5.58,0.97,1.93,Gaming,3.42,6.18,1.97,5.09,4.3,3.74,5.45,4.71,7.3,5.46,4.84,4.64,Medium
U02465,22,Non-binary,India,Both,3.29,6.77,4.82,4.87,Educational,2.07,6.64,3.07,5.23,4.62,2.68,4.72,3.25,6.61,4.97,4.71,4.2,Medium
U02466,20,Male,India,Student,6.6,10.25,3.51,1.46,Entertainment,0,6.33,2.69,4.13,5.84,6.58,4.21,6.87,6.83,3.76,8.37,2.44,High
U02467,18,Female,India,Working,6.06,9.15,1.59,0.46,Entertainment,1.1,5.77,0.32,6.21,5.9,4.83,3.91,5.92,5.39,4.27,8.13,2.37,High
U02468,21,Male,Pakistan,Student,2.5,4.66,2.02,0.75,Entertainment,3.82,4.12,2.09,5.81,5.63,4.84,3.73,3.54,4.48,4.67,4.54,2.73,High
U02469,19,Female,Pakistan,Student,4.98,8.2,2.37,0,Lifestyle,5.13,7.96,0,2.49,4.89,3.31,4.31,3.86,9.37,6.23,5.54,5.16,Medium
U02470,19,Male,India,Working,3.83,7.85,2.89,0,Educational,3.01,7.38,1.26,4.94,4.18,5.58,5.44,5.4,8.4,3.72,7.67,3.65,High
U02471,20,Male,UK,Student,4.47,7.25,3.36,2.4,News,1.89,5.61,1.46,6.42,6.15,7.83,2.74,4.89,5.94,3.83,7.5,1.61,High
U02472,25,Female,India,Student,2.8,6.59,2.68,0.96,Educational,3.45,7.43,4.08,4.33,5.27,4.11,4.01,2.18,6.75,6.09,4.21,4.23,Medium
U02473,25,Non-binary,UK,Both,1.07,4.5,3.39,0,News,2.62,3.9,2.12,8.47,4.53,6.44,3.94,4.51,3.74,2.23,5.5,1.31,High
U02474,24,Male,Canada,Student,2.34,3.44,2.44,1.77,Gaming,3.97,6.64,0.47,6.41,3.9,4.11,4.85,1.85,5.87,5.18,2.91,4.13,Medium
U02475,23,Female,UK,Student,3.17,5.65,4.73,1.08,Entertainment,5.63,6.48,2.18,4.19,3.66,4.29,5.2,3.75,5.36,6.37,5.39,4.03,Medium
U02476,26,Male,USA,Working,3.25,6.77,3.92,2.48,News,1.97,7.85,2.23,6.02,5.54,3.84,6.43,2.73,7.39,5.19,4.2,5,Medium
U02477,21,Female,Australia,Student,0.5,3.63,4.31,0.39,Entertainment,6.53,7.21,1.61,6.09,5.22,4.09,6.55,1.54,9.34,6.79,1.89,6.56,Medium
U02478,18,Female,USA,Student,4.47,8.41,3.44,4.59,Educational,1.45,5.05,2.08,6.9,7.53,7.4,3.3,3.01,5.74,4.75,8.76,1.9,High
U02479,25,Female,USA,Working,1.89,5.12,4.4,0,Entertainment,0.1,7.22,3.57,5.02,4.77,2.49,6.36,4.48,7.37,5.25,6.88,4.77,Medium
U02480,24,Female,Pakistan,Student,3.94,7.59,0.45,0.12,Entertainment,2.66,7.4,1.24,6.3,4.3,2.63,6.44,5.1,8.22,8.46,4.35,6.54,Medium
U02481,24,Female,Australia,Working,2.22,4.89,2.98,0,Lifestyle,0.24,7.56,1.82,3.96,4.93,3.92,5.43,4.18,9.25,4.4,5.17,4.85,Medium
U02482,20,Male,Pakistan,Student,1.32,4.65,4.81,0.58,News,2.14,5.99,2.61,3.98,6.17,6.18,4.3,2.52,5.12,5.3,5.16,3.02,High
U02483,21,Female,UK,Working,3.93,5.9,4.21,1.33,Lifestyle,0.9,9.21,0.65,6.43,6.33,2.83,5.95,5.01,8.34,5.54,3.72,5.52,Medium
U02484,26,Male,India,Student,3.7,7.57,3.74,2.65,Educational,2.64,6.43,2.61,3.17,6.71,5.81,4.66,3.47,5.76,3.87,7.14,2.6,High
U02485,23,Female,UK,Both,4.14,7.41,2.17,1.27,Gaming,3.24,6.7,0.99,5.36,5.19,4.86,4.02,6.06,7.02,3.12,4.63,3.14,High
U02486,22,Female,Australia,Working,6.39,8.18,3.82,2.3,Gaming,2.48,5.47,1.29,10.84,6.36,5.63,4.15,6.73,6.08,4.57,5.81,3.03,High
U02487,20,Male,Canada,Student,5.06,7.84,3.57,2.67,Entertainment,3.22,9.15,1.43,7.72,6.62,3.39,6.25,6.45,9.21,7.96,4.96,6.41,Medium
U02488,26,Female,UK,Both,6.96,12.46,1.43,0.59,Gaming,2.75,4.99,0,7.73,5.21,5.71,5.31,8.26,5.29,4.73,8.85,2.68,High
U02489,22,Female,USA,Student,3.54,6.35,4.26,0,Lifestyle,1.03,5.7,2.08,9.71,5.43,5.28,6.23,3.25,5.17,3.2,6.69,2.87,High
U02490,22,Female,Australia,Working,2.92,5.61,2.78,1.61,Entertainment,1.93,8.32,3.49,4.61,6.19,4.99,6.29,2.81,8.55,4.78,5.28,4.83,Medium
U02491,21,Male,Australia,Working,4.69,6.93,1.82,3.1,Entertainment,1.35,5.89,1.13,6.56,5.81,2.83,7.92,3.82,6.4,5.55,4.69,5.37,Medium
U02492,21,Male,UK,Student,6.79,8.71,1.53,3.76,News,2.57,6.19,3.25,8.09,4.52,2.71,7.48,6.45,3.94,5.03,4.91,4.21,Medium
U02493,18,Female,UK,Student,2.32,4.34,2.38,0,Entertainment,2.61,6.07,0,2.58,4.27,1.53,8.44,2.77,4.92,5.38,1.73,5.7,Medium
U02494,24,Male,Pakistan,Student,6.1,11.12,3.31,0,Gaming,3.41,7.54,2.72,6.19,5.64,6.38,4.97,4.84,6.04,5.53,7.28,3.24,High
U02495,26,Male,Pakistan,Student,4.71,8.08,2.46,0,News,1.12,7.11,0,4.88,5.71,4.68,6.91,5.02,8.14,3.22,5.85,4.33,Medium
U02496,20,Female,USA,Student,3.34,4.92,1.92,3.31,Lifestyle,2.97,7.26,2.55,6.99,3.89,5.06,5.09,2.88,7.99,5.09,4.56,4.45,Medium
U02497,19,Male,Australia,Student,6.25,9.27,2.17,3.26,Gaming,1.81,8.55,0.09,5.39,3.36,1.07,8.75,6.95,9.88,6.96,6.79,7.22,Low
U02498,20,Female,Canada,Student,2.2,6.23,3.22,1.27,Gaming,3.16,7.31,3.21,8.99,5.55,5.15,5.34,1,8.4,4.94,7.07,4.19,Medium
U02499,18,Female,Canada,Working,5,8.43,4.14,1.46,Gaming,2.64,7.04,0,4.57,5.43,6.98,3.94,4.13,6.98,3.84,6.54,2.67,High
U02500,23,Female,Australia,Student,3.72,5.35,3.07,2.49,Lifestyle,4.31,7.09,2.56,7.98,3.79,4.7,5.62,3.77,6.75,4.05,4.57,3.93,High
U02501,24,Male,USA,Student,5.68,9.32,5.13,2.13,News,2.71,7.65,1.09,8.47,4.72,4.73,6.77,6.21,6.68,4.8,7.17,4.1,Medium
U02502,19,Male,Pakistan,Student,4.5,7.53,1.93,4.22,News,0,5.24,1.04,5.67,5.94,6.33,3.83,4.31,3.81,1.99,6.28,1.11,High
U02503,25,Male,Pakistan,Working,5.65,8.86,2.23,0.91,Gaming,3.41,6.58,1.33,4,6.25,4.4,6.4,8.89,6.94,5.87,5.86,4.7,Medium
U02504,23,Female,Pakistan,Working,4.07,8.92,3.67,2.42,Entertainment,0.75,8.16,1.32,2.55,5.68,4.64,5.12,5.1,8.24,4.85,7.37,4.07,Medium
U02505,21,Male,Canada,Student,3.35,6.33,2.8,1.57,Entertainment,4.01,3,2.42,9.77,4.36,6.37,3.22,3.59,1.62,1.27,6.69,1,High
U02506,22,Non-binary,Canada,Working,3.88,6.18,4.37,3.19,Gaming,2.25,6.56,1.79,8,5.28,4.01,4.78,4.48,6.65,4.06,4.9,3.68,High
U02507,25,Female,USA,Working,4.27,5.54,1.37,2.43,Entertainment,2.86,7.13,1.85,6.87,3.85,4.67,5.5,4.15,6.72,5.66,5.45,4.27,Medium
U02508,20,Female,Canada,Both,4.53,6.83,3.35,1.41,Lifestyle,4.95,5.95,2.09,3.58,4.57,4.14,6.12,4.44,5.27,7.17,4.68,4.72,Medium
U02509,20,Male,UK,Student,5.02,7.27,3.83,0.72,News,3.33,5.16,0,8.93,5.28,5.44,4.25,5.68,4.81,5.16,5.7,2.89,High
U02510,21,Male,Canada,Student,4.02,5.12,0.82,1.14,Lifestyle,3.02,6.51,3.74,5.81,3.13,4.54,4.09,5.57,6.7,4.9,4.55,3.71,High
U02511,18,Non-binary,Pakistan,Student,5.02,8.69,1.42,0,Gaming,3.52,8.2,1.24,5.98,3.53,4.71,5.39,3.5,9.48,5.46,4.94,5.17,Medium
U02512,26,Male,USA,Student,7.33,10.83,2.26,2.79,Entertainment,1.22,6.04,1.18,10.36,3.82,5.32,5,5.22,5.07,3.2,8.03,2.2,High
U02513,25,Male,Australia,Working,2.91,5.89,1.38,0.74,Gaming,4.78,5.5,1.33,6.58,2.83,4.09,6.91,4.03,4.07,6.65,6.19,4.16,Medium
U02514,25,Male,Australia,Student,5.51,7.51,2.89,1.74,Lifestyle,2.25,6.8,1.91,8.08,4.54,5.91,3.75,5.48,6.54,5.83,6.03,3.38,High
U02515,23,Non-binary,USA,Working,2.98,6.23,3.82,0,News,2.95,3.67,3.26,3.22,3.84,5.61,4.55,3.98,3.7,3.54,6.42,1.92,High
U02516,24,Female,UK,Student,2.58,6.21,2.36,2.04,Educational,2.6,5.67,2.84,5.71,5.16,4.6,6,4.34,5.5,5.31,5.93,3.85,High
U02517,23,Female,Australia,Student,6.15,10.92,3.89,0.76,Gaming,0.88,5.47,2.2,5.09,5.59,5.2,6.53,6.33,3.93,2.88,8.06,2.24,High
U02518,26,Female,Pakistan,Both,2.65,6,1.76,5.45,Gaming,0.02,7.78,0.74,5.24,4.71,4.03,6.05,4.95,7.38,4.82,6.06,4.4,Medium
U02519,20,Male,Australia,Both,3.96,7.42,2.05,2.49,Gaming,2.66,7.02,1.23,6.16,4.36,4.64,4.47,5.48,6.23,5.14,3.35,3.95,High
U02520,20,Female,Australia,Working,2.8,5.97,2.18,0,Gaming,4.4,7.09,1.03,6.85,3.88,3.67,3.85,3.8,6.76,5.88,3.5,4.3,Medium
U02521,20,Male,Pakistan,Student,7.63,10.43,2.75,3.32,News,3.81,5.94,0.8,6.19,6.63,5.83,3.11,6.99,7.06,4.8,6.77,2.89,High
U02522,20,Female,Canada,Both,3.96,7.74,1.02,1.82,News,4.8,6.65,4.34,5.76,3.62,3.33,4.47,4.65,6.28,4.34,4.88,3.66,High
U02523,26,Male,UK,Student,2.35,5.3,1.25,0,Lifestyle,5.92,7.63,2.49,5.37,3.32,2.13,7.02,3.58,7.01,7.51,2.6,6.39,Medium
U02524,21,Male,Pakistan,Working,2.7,5.55,1.08,0,Educational,2.81,7.44,0.98,7.8,4.53,5.04,4.31,3.99,8.2,3.85,4.99,3.78,High
U02525,24,Female,Pakistan,Student,7.18,9.82,3.28,0,Gaming,2.21,5.38,1.6,8.02,5.53,4.83,4.98,6.47,4.64,4.49,6.8,2.76,High
U02526,26,Male,India,Working,3.68,6.38,3.4,3.71,Lifestyle,2.4,5.58,3.22,5.2,5.73,7.28,4.56,4.13,4.52,2.09,6.88,1.36,High
U02527,24,Female,USA,Working,3.88,7.21,0,0,News,2.86,7.31,0,10.59,3.41,3.21,5.56,5.09,7.15,7.06,4.85,5.25,Medium
U02528,26,Male,UK,Working,6.23,9.85,4.97,1.57,Entertainment,3.6,6.33,0.63,1,4.52,2.97,7.31,4.71,6.67,7.85,5.86,5.8,Medium
U02529,20,Male,Canada,Working,5.91,8.19,0.65,0.16,News,1.39,7.03,0.87,7.01,3.97,2.42,6.7,4.32,6.74,7.21,4.18,5.78,Medium
U02530,21,Female,India,Both,2.68,5.89,4.08,0.53,News,1.65,6.79,0.36,2.59,6,5.38,5.11,6.04,6.95,5.34,7.28,3.69,High
U02531,25,Female,Pakistan,Student,2.81,4.91,4.27,2.12,Entertainment,2.67,6.3,1.2,8.03,3.91,3.45,7.03,4,5.41,4.78,4.04,4.49,Medium
U02532,23,Male,India,Working,3.17,6.8,4.37,2.21,Entertainment,4.32,7.43,1.95,9.61,5.16,7.11,2.78,4.24,9.04,4.41,5.57,3.3,High
U02533,22,Female,Canada,Student,3.51,7.98,2.22,0,Lifestyle,2.85,4.86,1.5,7.22,2.81,4.33,6.25,4.27,4.89,5.7,6.85,3.75,High
U02534,21,Male,India,Student,5.25,8.8,3.13,0,Educational,4.43,6.32,0.57,9.76,5.28,6.08,4.3,6.02,6.69,6.19,7.82,3.41,High
U02535,25,Male,India,Working,3.87,6.55,2.78,0,Educational,3.35,5.08,0.93,6.51,5.23,6.3,4.29,4.26,6.82,4.45,6.77,3.01,High
U02536,18,Male,India,Working,3.54,7.57,5.17,0.94,News,2.78,6.26,0.02,9.34,5.08,5.08,3.11,5.73,6.11,2.91,7.81,1.9,High
U02537,26,Non-binary,Pakistan,Student,4.01,5.77,2.68,2.35,Entertainment,3.39,6.35,1.64,4.83,5.36,5.03,4.91,3.45,6.27,6.39,4.14,4.33,Medium
U02538,18,Female,Pakistan,Student,3.15,6.45,4.67,2.24,News,2.92,6.54,0,4.85,3.33,3.26,7.07,2.11,7.23,4.92,5.59,4.93,Medium
U02539,25,Male,USA,Student,6.33,12.16,1.78,3.67,Educational,2.71,6.84,0.61,6.25,7.12,5.83,4.46,6.32,7.76,3.03,9.76,2.48,High
U02540,21,Female,Australia,Working,2.95,5.08,2.25,2.49,Educational,4.75,6.45,1.34,10.37,5.77,5.32,5.64,3.39,4.82,7.6,5.24,4.26,Medium
U02541,26,Female,UK,Student,4.04,6.72,2.64,0.38,Gaming,4.55,5.37,1.3,7.85,5.62,4.32,6.07,2.6,4.91,5.6,2.44,4.4,Medium
U02542,22,Male,USA,Student,4.93,7.71,3.02,1.93,Educational,2.81,5.74,3.17,2.11,6.14,3.42,6.16,3.97,5.77,6.48,6.66,4.46,Medium
U02543,20,Female,Canada,Student,5.01,6.89,2.94,0,Gaming,2.64,6.4,2.35,8.14,5.88,4.57,5.77,5.5,5.82,4.32,5.77,3.58,High
U02544,26,Male,India,Student,3.42,5.67,2.29,2.51,News,4.78,5.92,0.74,8.46,5.18,5.33,5.34,3.97,6.68,4.64,5.83,3.69,High
U02545,26,Female,Pakistan,Working,5.64,8.67,0.47,2.5,Lifestyle,2.72,5.51,0,4.08,5.61,4.89,4.14,6.7,5.86,2.9,5.57,2.56,High
U02546,21,Female,India,Both,7.21,11.82,1.48,0,Educational,4.04,6.41,0.51,7.23,4.57,5.63,4.1,5.8,6,4.45,6.24,2.87,High
U02547,21,Male,Pakistan,Student,6.7,10.18,3.66,4.2,Gaming,4.2,6.94,1.04,6.67,4.73,3.68,4.85,5.19,6.63,6.52,5.47,4.48,Medium
U02548,25,Male,UK,Student,0.5,4.62,4.05,2.71,Lifestyle,4.62,7.56,1.8,5.12,2.91,4.73,6.64,4.05,8.09,4.61,4.63,4.89,Medium
U02549,19,Non-binary,USA,Working,3.88,7.71,2.66,3.49,Lifestyle,4.7,7.72,1.11,5.34,5.13,5.4,5.69,3.71,7.76,6,3.48,5,Medium
U02550,26,Female,USA,Working,3.01,6.35,2.03,3.05,News,2.88,6.09,0.97,2.28,5.07,4.44,5.9,3.31,5.71,5.93,3.7,4.49,Medium
U02551,23,Female,Canada,Student,4.83,6.04,0.98,0.53,Entertainment,4.89,7.84,2.69,5.1,5.15,3.8,6.44,4.48,7.96,7.12,4.28,5.83,Medium
U02552,26,Male,USA,Student,5.58,10.19,4.66,0.78,Lifestyle,4.22,6.16,2.62,5.49,4.79,4.12,5.81,3.8,6.6,5.42,5.35,4.36,Medium
U02553,25,Male,USA,Both,2.28,6.31,3.65,0.18,News,2.3,9.24,1.51,5.46,4.44,3.14,6.16,3.88,9.46,6.79,4.85,6.14,Medium
U02554,24,Male,Australia,Working,5.3,8.58,1.52,0,Entertainment,3.85,6.41,1.64,5.68,3.99,2.66,6.49,4.96,6.19,5.53,6,4.63,Medium
U02555,18,Male,UK,Both,3.96,5.68,3.4,2.43,Lifestyle,4.51,6.13,1.31,9.88,5.31,5.12,6.46,4.23,6.49,5.08,5.75,4.2,Medium
U02556,20,Female,India,Student,3.61,5.15,3.09,3.5,News,1.78,5.91,2.77,6.76,4.57,3.64,5.46,3.78,6.62,3.46,5.91,3.59,High
U02557,19,Female,USA,Working,4.79,6.6,4.25,1.37,News,3.52,5.26,0.96,7.85,5.22,5.33,5.53,3.62,4.89,3.8,5,3.02,High
U02558,22,Female,Canada,Working,3.78,6.09,3.2,6,Gaming,4.76,8.61,1.67,7.36,5.43,6.03,2.36,4.13,8.26,6.9,6.1,3.82,High
U02559,22,Male,India,Working,5.7,9.07,2.89,0.62,News,2.05,7.72,2,6.11,5.54,3.71,7.88,6.06,8,5.92,4.34,5.92,Medium
U02560,22,Female,Pakistan,Both,3.41,6.16,3.74,0,Lifestyle,4.12,7.87,2.56,9.37,5.67,3.47,7.49,5.14,7.51,8.44,3.91,6.58,Medium
U02561,21,Non-binary,USA,Student,6,9.09,4.18,2.08,Lifestyle,1.25,7.66,0.24,9.29,6.12,3.56,5.16,6.61,7.36,3.67,6,3.8,High
U02562,22,Female,USA,Working,3.97,7.52,3.01,1.62,Educational,0.9,7.66,2.08,7.88,3.74,3.88,4.04,5.14,7.69,4.27,5.26,3.81,High
U02563,20,Female,India,Student,0.5,4.81,1.66,2.82,Lifestyle,3.38,8.25,0.09,6.52,2.36,2.96,6.21,1.16,7.52,6.55,1.56,6.01,Medium
U02564,18,Non-binary,Pakistan,Working,2.8,5.17,3.69,2.11,Entertainment,2.33,6.08,1.01,6,5.8,6.57,4.83,3.85,4.81,4.39,5.04,2.74,High
U02565,22,Female,Australia,Working,3.84,5.18,3.75,3.42,Educational,5.67,5.6,1.23,7.07,5.31,7.66,2.98,5.6,6.94,4.24,5.63,2.51,High
U02566,26,Male,UK,Working,4.55,6.75,3.38,0,News,1.06,7.15,1.28,2.7,6.45,3.96,6.59,3.33,7.38,3.62,7.41,3.97,High
U02567,26,Male,Australia,Student,3.85,7.45,3.5,1.47,Educational,2.8,7.14,1.56,6.21,6.15,3.51,6.9,4.35,7.35,4.11,4.82,4.73,Medium
U02568,21,Non-binary,Canada,Student,2.95,6.79,2.39,0.95,Entertainment,2.45,7.02,0,8.25,4.71,3.72,5.71,3.28,8.95,4.5,6.77,4.64,Medium
U02569,20,Female,India,Student,6.67,10.53,3.16,2.84,Educational,2.55,6.53,1.46,3.25,6.62,5.27,3.53,7.21,7.45,5.05,8.05,3.12,High
U02570,18,Male,USA,Student,6.11,8.41,4.15,0.27,Entertainment,6.2,5.83,3.4,3.08,7.63,5.9,6.66,4.21,6.77,5.3,4.58,4.5,Medium
U02571,19,Female,Australia,Student,2.19,5.52,3.51,0.03,News,1.92,6.79,0.91,4.78,4.96,4.15,6.83,1.51,7.29,5.32,5.63,4.85,Medium
U02572,25,Female,UK,Both,2.74,7.26,4.14,1.43,Educational,1.87,5.74,0.6,4.43,4.14,4.75,7.23,5.24,7.21,5.13,7.49,4.48,Medium
U02573,18,Non-binary,Canada,Student,4.48,8.23,4.11,1.85,Lifestyle,4.6,5.49,1.78,7.46,5.74,5.64,5.33,2.9,5.32,3.12,6.76,2.52,High
U02574,25,Male,Australia,Student,3.77,5.01,5.19,2.25,Lifestyle,0,6.9,1.72,6.84,6.6,6.54,3.35,2.41,6.27,3.61,6.74,2.2,High
U02575,24,Female,USA,Working,0.5,3.45,4.37,0.13,Entertainment,3.15,5.56,0,9.01,5.67,3.99,4.85,1.84,4.39,3.86,4.08,3.02,High
U02576,25,Female,UK,Working,2.92,5.59,2.35,2.65,Entertainment,0.52,7.58,3.06,3.72,3.99,4.15,5.26,4.05,7.83,4.84,3.61,4.68,Medium
U02577,23,Male,USA,Student,5.1,6.6,2.46,0,Entertainment,0.09,5.21,1.04,6.24,4.21,4.98,5.7,4.88,5.01,4.47,6.68,3.12,High
U02578,26,Male,USA,Student,4.17,8.64,0.8,0.45,News,2.66,7.49,0.87,9.49,4.03,3.94,5.11,2.08,8.56,4.94,4.11,4.86,Medium
U02579,20,Non-binary,Canada,Student,2.6,4.22,2.04,1.35,Entertainment,0,4.57,1.32,9.18,5.94,7.31,2.95,3.54,4.7,3.83,7.13,1.42,High
U02580,21,Female,UK,Student,3.16,6.06,3.58,3.06,Lifestyle,1.31,5.28,1.58,2.87,4.96,4.5,5.17,5,3.42,5.55,6.31,2.91,High
U02581,23,Female,Pakistan,Working,3.67,7.97,4.09,0,Lifestyle,1.87,8.45,0.14,2.3,5.61,5.07,6.29,3.15,9.71,5.76,6.52,5.32,Medium
U02582,25,Female,USA,Working,7.84,9.96,1.88,2.76,Entertainment,4.59,8.16,2.03,7.31,5.93,2.77,5.29,7.18,8.43,7.26,3.68,5.92,Medium
U02583,22,Male,UK,Working,4.05,7.02,3.98,1.46,Gaming,3.38,5.08,1.1,3.84,5.89,7.16,3.08,5.42,5.69,4.58,6.56,2.17,High
U02584,20,Non-binary,USA,Working,2.92,6.41,3.18,2.25,Entertainment,2.68,6.59,0.08,4.83,5.52,5.22,4.21,3.36,7.86,5.27,4.79,4.11,Medium
