User_ID,Category,Rating,Reviews,Size_MB,Installs,Type,Price_USD,Content_Rating,Genres,Last_Updated,Current_Ver,Android_Ver
USR01505,GAME,4.5,2311785,87,10000000,Free,0,Teen,Action,2018-08-01,1.9.3,4.1 and up
USR01506,GAME,4.3,165888,91,5000000,Free,0,Teen,Role Playing,2018-07-31,1.4.0,4.4 and up
USR01507,GAME,4.6,541144,63,10000000,Free,0,Teen,Arcade,2018-07-12,1.2.5,5.0 and up
USR01508,GAME,4.4,1107310,,10000000,Free,0,Teen,Adventure,2018-08-01,1.8.2,4.4 and up
USR01509,GAME,4.4,29168,,1000000,Free,0,Everyone,Racing,2018-05-29,2.0.1,4.1 and up
USR01510,GAME,4.5,189773,95,5000000,Free,0,Teen,Role Playing,2018-07-18,1.1.1,4.1 and up
USR01511,GAME,4.6,337752,48,5000000,Free,0,Teen,Action,2018-08-03,1.11.0,6.0 and up
USR01512,GAME,4.6,102107,,5000000,Free,0,Everyone 10+,Strategy,2018-07-31,1.2.2,Varies with device
USR01513,GAME,4.6,3093358,,10000000,Free,0,Everyone,Casual,2018-07-13,1.8.0.900,4.0.3 and up
USR01514,GAME,4.1,42079,93,5000000,Free,0,Everyone,Board,2018-07-05,5.6.5,4.1 and up
USR01515,GAME,4.5,240416,53,5000000,Free,0,Everyone,Word,2018-08-01,2.2.3,4.0.3 and up
USR01516,GAME,4.6,32506,82,1000000,Free,0,Everyone,Sports,2018-06-27,1.2.1,4.2 and up
USR01517,GAME,4.4,70747,99,5000000,Free,0,Teen,Action,2018-07-31,1.7,4.4 and up
USR01518,GAME,4.7,358817,49,10000000,Free,0,Everyone,Arcade,2018-07-30,1.2.2,4.1 and up
USR01519,GAME,4.6,15403,25,1000000,Free,0,Everyone,Casual,2018-08-02,1.8.1,4.1 and up
USR01520,GAME,4.3,38957,,1000000,Free,0,Everyone,Simulation,2018-08-02,4.9.31,Varies with device
USR01521,GAME,4.5,214777,91,5000000,Free,0,Everyone,Puzzle,2018-07-30,3.6.0,4.1 and up
USR01522,GAME,4.6,100609,52,1000000,Free,0,Teen,Action,2018-07-16,0.5.4,6.0 and up
USR01523,GAME,4.2,1343866,56,10000000,Free,0,Teen,Action,2018-08-01,1.180271.184729,4.0 and up
USR01524,GAME,4.5,168717,56,10000000,Free,0,Mature 17+,Strategy,2018-08-03,1.3.205,2.3 and up
USR01525,GAME,4.8,549720,85,10000000,Free,0,Everyone,Simulation,2018-07-19,2.1.1.4.0,4.4 and up
USR01526,GAME,4.1,18996,81,1000000,Free,0,Teen,Strategy,2018-08-01,1.5.2,4.1 and up
USR01527,GAME,4.3,25094,82,1000000,Free,0,Teen,Role Playing,2018-07-06,1.2.0,4.3 and up
USR01528,GAME,4.4,93033,98,5000000,Free,0,Teen,Strategy,2018-08-04,1.250.078,4.0.3 and up
USR01529,GAME,4,120592,77,10000000,Free,0,Everyone 10+,Strategy,2018-07-31,2.0.2,4.0.3 and up
USR01530,GAME,4.2,187972,99,5000000,Free,0,Teen,Role Playing,2018-07-11,1.05.20,4.4 and up
USR01531,GAME,4,484981,,10000000,Free,0,Everyone 10+,Strategy,2018-06-15,3.30.4.83,4.1 and up
USR01532,GAME,4.2,2055,96,100000,Free,0,Teen,Strategy,2018-05-18,2.0081_206,4.0.3 and up
USR01533,GAME,4.5,73539,96,1000000,Free,0,Mature 17+,Role Playing,2018-08-02,1.3.3,4.3 and up
USR01534,GAME,4.7,59017,82,1000000,Free,0,Teen,Action,2018-07-03,2.2.1,4.3 and up
USR01535,GAME,4.2,5829,70,100000,Free,0,Teen,Strategy,2018-07-26,1.8.2,4.4 and up
USR01536,GAME,4.4,18621,63,100000,Paid,2.99,Everyone,Board,2018-07-04,2.1.2,4.4 and up
USR01537,GAME,4.6,19922,35,100000,Paid,1.99,Everyone 10+,Board,2018-07-30,2.2.5,5.0 and up
USR01538,GAME,4.9,21119,48,100000,Paid,4.99,Everyone,Puzzle,2018-04-18,1.0.1,4.4 and up
USR01539,GAME,4.4,7412,84,100000,Paid,4.99,Teen,Strategy,2018-04-26,1.1.0,2.3 and up
USR01540,GAME,4.5,18125,15,100000,Paid,4.99,Everyone,Simulation;Education,2018-07-09,Varies with device,4.4 and up
USR01541,GAME,4.6,10795,69,100000,Paid,5.99,Everyone,Simulation,2017-12-21,1.2.1.1712080,4.0.3 and up
USR01542,GAME,4.2,13004,46,100000,Paid,6.99,Teen,Action,2016-12-20,1.0.11,2.3.3 and up
USR01543,GAME,4.5,38207,15,100000,Paid,9.99,Teen,Role Playing,2015-10-19,1.0.6,4.1 and up
USR01544,GAME,4.6,9394,33,100000,Paid,4.99,Everyone,Puzzle,2017-11-30,1.2.9,4.4 and up
USR01545,GAME,4.6,337913,48,5000000,Free,0,Teen,Action,2018-08-03,1.11.0,6.0 and up
USR01546,GAME,4.5,4449882,67,100000000,Free,0,Everyone 10+,Adventure;Action & Adventure,2018-07-31,2.347.225742,4.1 and up
USR01547,GAME,4.4,22429716,74,500000000,Free,0,Everyone,Casual,2018-07-05,1.129.0.2,4.1 and up
USR01548,GAME,4.6,3883589,57,100000000,Free,0,Everyone,Casual,2018-07-26,2.21.1,4.1 and up
USR01549,GAME,4.5,14200550,52,100000000,Free,0,Everyone,Sports,2018-07-31,4.0.0,4.0.3 and up
USR01550,GAME,4.6,2719142,25,10000000,Free,0,Teen,Simulation,2018-06-11,1.13.12,4.1 and up
USR01551,GAME,4.4,1107197,,10000000,Free,0,Teen,Adventure,2018-08-01,1.8.2,4.4 and up
USR01552,GAME,4.4,3716278,36,50000000,Free,0,Teen,Action,2018-07-24,0.7.0,4.3 and up
USR01553,GAME,4.3,931595,31,10000000,Free,0,Teen,Simulation,2018-07-16,5.39.1,4.0.3 and up
USR01554,GAME,4.3,165928,91,5000000,Free,0,Teen,Role Playing,2018-07-31,1.4.0,4.4 and up
USR01555,GAME,4.6,1480189,,10000000,Free,0,Everyone,Casual,2018-08-02,5.8.1,Varies with device
USR01556,GAME,4.3,2468063,92,50000000,Free,0,Teen,Action,2018-07-30,19.1.0,4.0.3 and up
USR01557,GAME,4.3,309176,70,5000000,Free,0,Everyone 10+,Simulation,2018-08-02,1.3.15,4.4 and up
USR01558,GAME,4.6,807338,93,10000000,Free,0,Teen,Simulation,2018-07-30,2.3.5,4.0.3 and up
USR01559,GAME,4.5,446434,52,10000000,Free,0,Everyone,Card,2018-08-01,4.6.2.46103,4.0.3 and up
USR01560,GAME,4.5,214819,91,5000000,Free,0,Everyone,Puzzle,2018-07-30,3.6.0,4.1 and up
USR01561,GAME,4.2,522466,37,10000000,Free,0,Mature 17+,Role Playing,2018-06-19,12.0.4.62276,4.0.3 and up
USR01562,GAME,4.7,584126,64,10000000,Free,0,Everyone 10+,Role Playing,2018-07-27,1.5.4,4.1 and up
USR01563,GAME,4.3,32551,35,500000,Free,0,Mature 17+,Role Playing,2018-07-12,1.93,4.4 and up
USR01564,GAME,4,90218,97,1000000,Free,0,Teen,Strategy,2018-08-03,1.8.225278,6.0 and up
USR01565,GAME,4.4,212524,93,5000000,Free,0,Everyone,Role Playing,2018-07-24,3.0.0,4.0.3 and up
USR01566,GAME,4.3,2045554,28,50000000,Free,0,Teen,Role Playing,2018-07-30,4.0.1,4.0.3 and up
USR01567,GAME,4.6,745684,83,5000000,Free,0,Teen,Role Playing,2018-07-17,3.0.2,4.0.3 and up
USR01568,GAME,4.7,416540,99,10000000,Free,0,Everyone 10+,Role Playing,2018-05-30,1.14.0,2.3 and up
USR01569,GAME,4.4,16601,55,500000,Free,0,Teen,Role Playing,2018-07-26,1.18.0,4.0 and up
USR01570,GAME,4.4,3057481,14,50000000,Free,0,Teen,Strategy,2018-07-26,1.76,2.3 and up
USR01571,GAME,4.3,224514,81,5000000,Free,0,Teen,Strategy,2018-07-18,1.1.8,4.0.3 and up
USR01572,GAME,4.2,26247,,1000000,Free,0,Teen,Role Playing,2018-07-26,1.1.40,4.0.3 and up
USR01573,GAME,4.4,22430188,74,500000000,Free,0,Everyone,Casual,2018-07-05,1.129.0.2,4.1 and up
USR01574,GAME,4.5,4449910,67,100000000,Free,0,Everyone 10+,Adventure;Action & Adventure,2018-07-31,2.347.225742,4.1 and up
USR01575,GAME,4.5,14201891,52,100000000,Free,0,Everyone,Sports,2018-07-31,4.0.0,4.0.3 and up
USR01576,GAME,4.5,27725352,76,1000000000,Free,0,Everyone 10+,Arcade,2018-07-12,1.90.0,4.1 and up
USR01577,GAME,4.4,6199095,67,100000000,Free,0,Everyone,Casual,2018-07-10,1.118.4,4.1 and up
USR01578,GAME,4.3,10493,50,1000000,Free,0,Mature 17+,Action,2018-08-01,1.0.8,2.3 and up
USR01579,GAME,4.5,148945,46,10000000,Free,0,Everyone,Casual,2018-07-17,1.20.1,4.0.3 and up
USR01580,GAME,4.7,1351771,,10000000,Free,0,Everyone,Puzzle,2018-07-30,3196,4.1 and up
USR01581,GAME,4.7,1889582,,50000000,Free,0,Everyone,Puzzle,2018-07-23,5423,4.1 and up
USR01582,GAME,4.6,23136735,97,100000000,Free,0,Everyone 10+,Strategy,2018-06-27,2.3.2,4.1 and up
USR01583,GAME,4.6,44893888,98,100000000,Free,0,Everyone 10+,Strategy,2018-07-15,10.322.16,4.1 and up
USR01584,GAME,4.4,7614415,70,100000000,Free,0,Everyone,Casual,2018-07-26,5.1.8,2.3 and up
USR01585,GAME,4.4,4067651,69,100000000,Free,0,Everyone 10+,Strategy,2018-07-06,2.2.00,4.1 and up
USR01586,GAME,4.7,295576,3.9,10000000,Free,0,Everyone,Word,2018-06-06,1.1.3,3.0 and up
USR01587,GAME,4.6,59907,7.8,5000000,Free,0,Everyone,Puzzle,2018-03-06,2.9,2.3 and up
USR01588,GAME,4.5,10460,18,1000000,Free,0,Everyone,Arcade,2018-07-11,2.2.3181,4.0 and up
USR01589,GAME,4.3,10486018,24,500000000,Free,0,Everyone,Casual,2018-05-25,1.4.77,4.0 and up
USR01590,GAME,4.3,8119151,62,500000000,Free,0,Everyone,Action,2018-07-05,1.49.1,4.0 and up
USR01591,GAME,4.3,1295625,11,100000000,Free,0,Everyone,Puzzle,2018-04-11,4,4.1 and up
USR01592,GAME,4.6,3093932,,10000000,Free,0,Everyone,Casual,2018-07-13,1.8.0.900,4.0.3 and up
USR01593,GAME,4.8,230849,87,10000000,Free,0,Everyone,Word,2018-08-02,1.0.47,4.1 and up
USR01594,GAME,4.5,9883367,99,100000000,Free,0,Everyone,Casual,2018-07-03,3.7.2.51,4.1 and up
USR01595,GAME,4.4,5235294,,100000000,Free,0,Everyone,Action,2017-11-14,Varies with device,2.3 and up
USR01596,GAME,4.5,3198176,82,100000000,Free,0,Everyone,Arcade,2018-07-12,2.8.0,4.0.3 and up
USR01597,GAME,4.5,10055521,94,100000000,Free,0,Everyone,Casual,2018-06-28,1_39_93,4.0.3 and up
USR01598,GAME,4.6,4129665,,50000000,Free,0,Everyone,Casual,2018-07-13,2.6.2,4.0.3 and up
USR01599,GAME,4.6,2158580,,10000000,Free,0,Everyone,Puzzle,2018-07-19,2.21.5,4.0.3 and up
USR01600,GAME,4.6,506593,,10000000,Free,0,Everyone,Arcade,2018-08-01,5.66,4.1 and up
USR01601,GAME,4.6,5419676,96,100000000,Free,0,Everyone,Sports,2018-06-13,1.751,4.4 and up
USR01602,GAME,4.7,990723,75,10000000,Free,0,Everyone,Action,2018-05-24,1.0.27,4.1 and up
USR01603,GAME,4.5,592504,,50000000,Free,0,Everyone,Music,2018-08-03,5.13.007,4.1 and up
USR01604,GAME,4.5,21892,14,1000000,Free,0,Everyone,Puzzle,2017-12-29,1.3,4.0 and up
USR01605,GAME,4.5,1138239,59,50000000,Free,0,Teen,Arcade,2018-05-29,1.4.0.1,4.0 and up
USR01606,GAME,4.6,9883806,74,100000000,Free,0,Everyone,Sports,2018-07-16,5.064,4.4 and up
USR01607,GAME,4.5,197540,29,10000000,Free,0,Everyone,Puzzle,2018-07-16,79,4.1 and up
USR01608,GAME,4.4,74695,17,10000000,Free,0,Everyone,Casual,2018-07-06,3.3.3179,4.0.3 and up
USR01609,GAME,4.4,5566889,97,100000000,Free,0,Everyone,Arcade,2018-05-24,7.9.3,4.1 and up
USR01610,GAME,4.6,2698882,78,100000000,Free,0,Everyone,Action,2018-07-31,2.8.2.59,4.1 and up
USR01611,GAME,4.7,1535973,,50000000,Free,0,Teen,Action,2018-07-23,2.12.5,4.1 and up
USR01612,GAME,4.5,14892469,,500000000,Free,0,Everyone,Casual,2018-07-19,4.8.0.132,4.1 and up
USR01613,GAME,4.4,8923818,63,100000000,Free,0,Everyone,Racing,2018-07-02,1.37.2,4.2 and up
USR01614,GAME,4.6,7674252,,100000000,Free,0,Mature 17+,Action,2018-08-02,Varies with device,Varies with device
USR01615,GAME,4.7,1125438,25,10000000,Free,0,Everyone,Puzzle,2018-07-17,3.9.2,4.3 and up
USR01616,GAME,4.6,29445,29,5000000,Free,0,Everyone,Casual,2018-05-11,14,4.0.3 and up
USR01617,GAME,4.5,655145,72,10000000,Free,0,Teen,Arcade,2017-07-17,1.2.1,4.0.3 and up
USR01618,GAME,4.4,4921451,,100000000,Free,0,Everyone 10+,Arcade,2018-06-15,Varies with device,Varies with device
USR01619,GAME,4.5,5476569,53,100000000,Free,0,Teen,Action,2018-08-03,1.21.0,4.0.3 and up
USR01620,GAME,4.3,1083571,,50000000,Free,0,Everyone,Arcade,2018-07-20,Varies with device,Varies with device
USR01621,GAME,4.2,1500999,33,100000000,Free,0,Everyone,Action,2018-04-09,1.0.6,4.1 and up
USR01622,GAME,4.5,4230886,60,100000000,Free,0,Everyone,Action,2018-08-01,3.1.0,5.0 and up
USR01623,GAME,4.3,8119154,62,500000000,Free,0,Everyone,Action,2018-07-05,1.49.1,4.0 and up
USR01624,GAME,4.6,2698889,78,100000000,Free,0,Everyone,Action,2018-07-31,2.8.2.59,4.1 and up
USR01625,GAME,4.7,990663,75,10000000,Free,0,Everyone,Action,2018-05-24,1.0.27,4.1 and up
USR01626,GAME,4.4,2119218,70,50000000,Free,0,Everyone 10+,Action,2018-06-29,3.0.1,4.1 and up
USR01627,GAME,4.6,1327265,99,50000000,Free,0,Teen,Racing,2017-04-12,1.3,2.3.3 and up
USR01628,GAME,4.5,184210,99,10000000,Free,0,Everyone,Action,2018-07-30,1.0.6,4.4 and up
USR01629,GAME,4.3,1003269,,50000000,Free,0,Teen,Action,2018-07-05,Varies with device,4.4 and up
USR01630,GAME,4.5,1242855,27,50000000,Free,0,Teen,Action,2018-07-18,3.0.0,4.2 and up
USR01631,GAME,4.5,401425,70,10000000,Free,0,Everyone,Action,2017-04-12,1.6.1,4.0.3 and up
USR01632,GAME,4.6,10979062,88,100000000,Free,0,Everyone 10+,Action,2018-07-02,1.9.38,3.0 and up
USR01633,GAME,4.6,515657,63,10000000,Free,0,Everyone,Action,2018-06-05,1.7.1,4.0 and up
USR01634,GAME,4.3,955656,82,10000000,Free,0,Teen,Action,2018-06-26,5.1.2,3.0 and up
USR01635,GAME,4.5,1468591,,50000000,Free,0,Mature 17+,Action,2018-07-23,Varies with device,Varies with device
USR01636,GAME,4.7,725897,31,10000000,Free,0,Teen,Action,2018-08-03,1.8.20,4.1 and up
USR01637,GAME,4.5,549039,23,50000000,Free,0,Teen,Action,2018-08-03,1.1.5,2.3 and up
USR01638,GAME,4.7,1559650,,50000000,Free,0,Everyone,Action,2018-07-09,2.11.1,4.1 and up
USR01639,GAME,4.7,292164,59,10000000,Free,0,Everyone 10+,Action,2018-08-01,1.8.4,4.1 and up
USR01640,GAME,4.6,520962,39,10000000,Free,0,Teen,Action,2017-06-28,108,4.0 and up
USR01641,GAME,4.4,1381820,54,10000000,Free,0,Teen,Action,2017-03-14,3.1.1,3.0 and up
USR01642,GAME,4.3,525517,48,10000000,Free,0,Everyone,Action;Action & Adventure,2017-10-15,1.2.3,2.3 and up
USR01643,GAME,4.5,696,,100000,Free,0,Everyone,Action,2018-07-05,1.1.7,4.1 and up
USR01644,GAME,4.3,194969,30,10000000,Free,0,Everyone 10+,Action,2018-01-29,1.4.0,4.1 and up
USR01645,GAME,4.4,327599,66,10000000,Free,0,Teen,Action,2017-07-28,2.4.2,2.3.3 and up
USR01646,GAME,4.2,3816799,32,100000000,Free,0,Everyone,Action,2018-07-23,2.2.8,4.0.3 and up
USR01647,GAME,4.3,10538,50,1000000,Free,0,Mature 17+,Action,2018-08-01,1.0.8,2.3 and up
USR01648,GAME,4.4,105620,61,1000000,Free,0,Everyone 10+,Action,2018-07-16,0.5.8,4.1 and up
USR01649,GAME,4.7,37139,49,1000000,Free,0,Everyone 10+,Action,2018-01-24,8,4.1 and up
USR01650,GAME,4.2,147791,38,5000000,Free,0,Teen,Action,2018-07-26,1.3,5.0 and up
USR01651,GAME,4.1,347883,20,10000000,Free,0,Everyone,Action,2018-03-16,1.2.7,4.0.3 and up
USR01652,GAME,4.5,343263,,10000000,Free,0,Everyone 10+,Action,2018-08-06,1.2.6,4.0.3 and up
USR01653,GAME,4.5,216849,,10000000,Free,0,Everyone,Action;Action & Adventure,2018-07-16,Varies with device,Varies with device
USR01654,GAME,4.5,354373,66,10000000,Free,0,Everyone 10+,Action,2017-10-12,1.2.7,4.1 and up
USR01655,GAME,4.1,753043,57,100000000,Free,0,Teen,Action,2018-08-01,1.15.2,4.0.3 and up
USR01656,GAME,4.3,43055,95,5000000,Free,0,Everyone,Action;Action & Adventure,2018-06-29,2.8.0,4.0 and up
USR01657,GAME,4.5,80678,,5000000,Free,0,Mature 17+,Action,2018-05-25,Varies with device,Varies with device
USR01658,GAME,4.4,153381,,10000000,Free,0,Teen,Action,2018-06-18,1.11.2,4.1 and up
USR01659,GAME,4.5,559,32,100000,Free,0,Everyone 10+,Action,2018-08-03,1.0.7,4.0 and up
USR01660,GAME,4.6,3073251,33,50000000,Free,0,Everyone 10+,Action,2018-07-25,4.1.1,4.1 and up
USR01661,GAME,4,26649,66,5000000,Free,0,Teen,Action,2018-08-05,1.2,4.2 and up
USR01662,GAME,4.3,2151039,75,50000000,Free,0,Teen,Action,2018-08-01,2.6.61,4.0.3 and up
USR01663,GAME,4.5,306764,29,10000000,Free,0,Everyone,Trivia,2018-08-03,6.2,4.0.3 and up
USR01664,GAME,4.2,1500622,33,100000000,Free,0,Everyone,Action,2018-04-09,1.0.6,4.1 and up
USR01665,GAME,4.5,14201604,52,100000000,Free,0,Everyone,Sports,2018-07-31,4.0.0,4.0.3 and up
USR01666,GAME,4.6,280098,50,10000000,Free,0,Everyone,Arcade,2018-07-20,2.11.2,4.0.3 and up
USR01667,GAME,4.5,148990,46,10000000,Free,0,Everyone,Casual,2018-07-17,1.20.1,4.0.3 and up
USR01668,GAME,4.7,154264,12,10000000,Free,0,Everyone,Card,2018-06-08,Varies with device,Varies with device
USR01669,GAME,4.5,26985,41,5000000,Free,0,Everyone,Casual,2018-06-04,1.9.1,4.0.3 and up
USR01670,GAME,4.5,1125438,63,10000000,Free,0,Everyone,Casual,2018-07-05,57.0.8,4.0.3 and up
USR01671,GAME,4.5,5387781,53,100000000,Free,0,Everyone,Racing,2018-02-27,2.5,4.1 and up
USR01672,GAME,4.4,8923847,63,100000000,Free,0,Everyone,Racing,2018-07-02,1.37.2,4.2 and up
USR01673,GAME,4.6,1327269,99,50000000,Free,0,Teen,Racing,2017-04-12,1.3,2.3.3 and up
USR01674,GAME,4.3,23043,,5000000,Free,0,Everyone,Arcade,2018-07-25,3.5,4.1 and up
USR01675,GAME,4.4,42145,20,10000000,Free,0,Everyone,Casual;Brain Games,2018-07-04,2.9.3181,4.0.3 and up
USR01676,GAME,4.7,990796,75,10000000,Free,0,Everyone,Action,2018-05-24,1.0.27,4.1 and up
USR01677,GAME,4.7,171448,13,10000000,Free,0,Teen,Puzzle,2018-08-03,1.0.109,4.0 and up
USR01678,GAME,4.4,2610680,46,100000000,Free,0,Everyone,Arcade,2018-07-03,2.6.9,4.1 and up
USR01679,GAME,4.3,1300619,78,50000000,Free,0,Everyone,Puzzle,2018-07-20,2.1.10,4.0 and up
USR01680,GAME,4.4,2123793,49,100000000,Free,0,Everyone,Puzzle,2018-07-05,3.7.2,4.1 and up
USR01681,GAME,4.5,6074627,100,100000000,Free,0,Teen,Arcade,2018-07-25,6.0.0,4.1 and up
USR01682,GAME,4.4,104303,,10000000,Free,0,Everyone,Arcade,2018-08-02,3.15,4.1 and up
USR01683,GAME,4.4,5566908,97,100000000,Free,0,Everyone,Arcade,2018-05-24,7.9.3,4.1 and up
USR01684,GAME,4.6,1480182,,10000000,Free,0,Everyone,Casual,2018-08-02,5.8.1,Varies with device
USR01685,GAME,4.6,2750645,,100000000,Free,0,Everyone,Racing,2018-08-02,1.17.2,4.2 and up
USR01686,GAME,4.4,47644,15,5000000,Free,0,Everyone,Puzzle,2018-06-15,2.4.2,4.0 and up
USR01687,GAME,4.6,125647,33,10000000,Free,0,Everyone,Casual,2018-07-23,60,4.1 and up
USR01688,GAME,4.2,4355,,1000000,Free,0,Everyone,Casual,2017-07-17,1.6,2.3 and up
USR01689,GAME,4.4,2119235,70,50000000,Free,0,Everyone 10+,Action,2018-06-29,3.0.1,4.1 and up
USR01690,GAME,4.6,214878,10,10000000,Free,0,Everyone,Board,2018-08-03,2.0.4,4.1 and up
USR01691,GAME,4.6,811040,77,10000000,Free,0,Teen,Strategy,2018-05-10,1.7.04,4.4 and up
USR01692,GAME,4.7,1536349,,50000000,Free,0,Teen,Action,2018-07-23,2.12.5,4.1 and up
USR01693,GAME,4.2,17044,4.9,5000000,Free,0,Everyone,Puzzle,2018-04-13,2.9,2.3.3 and up
USR01694,GAME,4.6,155186,,10000000,Free,0,Everyone,Puzzle,2018-08-03,1.3.35,4.1 and up
USR01695,GAME,4.7,1125566,25,10000000,Free,0,Everyone,Puzzle,2018-07-17,3.9.2,4.3 and up
USR01696,GAME,4.3,34494,23,5000000,Free,0,Everyone 10+,Arcade,2018-07-11,2.5.3182,2.3 and up
USR01697,GAME,4.6,260651,51,10000000,Free,0,Everyone,Arcade,2018-02-14,1.1,4.0 and up
USR01698,GAME,4.4,4638163,96,100000000,Free,0,Everyone 10+,Arcade,2018-07-19,1.10.12,4.1 and up
USR01699,GAME,4.4,4921409,,100000000,Free,0,Everyone 10+,Arcade,2018-06-15,Varies with device,Varies with device
USR01700,GAME,4.5,1468638,,50000000,Free,0,Mature 17+,Action,2018-07-23,Varies with device,Varies with device
USR01701,GAME,4.2,344585,,50000000,Free,0,Everyone,Word,2018-07-02,Varies with device,Varies with device
USR01702,GAME,4.4,7614407,70,100000000,Free,0,Everyone,Casual,2018-07-26,5.1.8,2.3 and up
USR01703,GAME,4.3,234110,38,50000000,Free,0,Everyone,Racing,2016-11-22,1,2.3.3 and up
USR01704,GAME,4.7,48615,24,10000000,Free,0,Everyone,Simulation;Action & Adventure,2018-05-22,1.4.12,4.1 and up
USR01705,FAMILY,4.5,470694,,50000000,Free,0,Everyone,Entertainment;Music & Video,2018-08-03,3.43.3,4.1 and up
USR01706,FAMILY,4.4,42145,20,10000000,Free,0,Everyone,Casual;Brain Games,2018-07-04,2.9.3181,4.0.3 and up
USR01707,FAMILY,4.5,4449910,67,100000000,Free,0,Everyone 10+,Adventure;Action & Adventure,2018-07-31,2.347.225742,4.1 and up
USR01708,FAMILY,4.4,14774,19,1000000,Free,0,Everyone,Casual;Brain Games,2018-07-23,1.9.3901,4.0.3 and up
USR01709,FAMILY,4.4,12753,51,5000000,Free,0,Everyone,Educational;Creativity,2018-07-17,1.49,4.0.3 and up
USR01710,FAMILY,4.5,33983,22,5000000,Free,0,Everyone,Puzzle;Brain Games,2018-08-02,1.24.3181,4.0.3 and up
USR01711,FAMILY,4.6,20267,46,1000000,Free,0,Everyone,Educational;Education,2018-07-16,1.1.6.7,4.1 and up
USR01712,FAMILY,4.5,5761,21,1000000,Free,0,Everyone,Casual;Brain Games,2018-07-04,1.8.3181,4.0.3 and up
USR01713,FAMILY,4.3,11618,39,5000000,Free,0,Everyone,Educational;Education,2018-04-03,2.4,4.1 and up
USR01714,FAMILY,4.7,12948,23,1000000,Free,0,Everyone,Casual;Brain Games,2018-05-24,2.0.3165,2.3 and up
USR01715,FAMILY,4.4,685,26,100000,Free,0,Everyone,Card;Brain Games,2018-07-16,1.7.101,4.1 and up
USR01716,FAMILY,4.5,9779,39,5000000,Free,0,Everyone,Education;Creativity,2018-02-25,1.2.8,4.0 and up
USR01717,FAMILY,4.2,369378,24,50000000,Free,0,Everyone,Casual;Pretend Play,2018-04-17,1.5,4.1 and up
USR01718,FAMILY,4.5,11436,15,1000000,Free,0,Everyone,Casual;Brain Games,2018-04-17,2.2.3169,4.0.3 and up
USR01719,FAMILY,4.5,2150,20,500000,Free,0,Everyone,Casual;Brain Games,2018-02-01,1.0.3122,4.0.3 and up
USR01720,FAMILY,4.7,48615,24,10000000,Free,0,Everyone,Simulation;Action & Adventure,2018-05-22,1.4.12,4.1 and up
USR01721,FAMILY,4.4,382,44,500000,Free,0,Everyone,Education;Creativity,2018-08-01,1.1.0,2.3 and up
USR01722,FAMILY,4.3,24936,38,5000000,Free,0,Everyone,Educational;Education,2018-05-16,3.1,4.1 and up
USR01723,FAMILY,4.6,1109,52,1000000,Free,0,Everyone,Educational;Brain Games,2018-07-18,1.0.6,4.1 and up
USR01724,FAMILY,3.9,974,14,500000,Free,0,Everyone,Art & Design;Pretend Play,2018-01-15,2.0.0,4.0.3 and up
USR01725,FAMILY,4.2,108795,49,10000000,Free,0,Everyone,Educational;Pretend Play,2018-06-15,8.25.10.00,4.0.3 and up
USR01726,FAMILY,4.5,1455,8.9,500000,Free,0,Everyone,Education;Education,2018-02-01,2.7,2.3 and up
USR01727,FAMILY,4.3,1024,,1000000,Free,0,Everyone,Educational;Education,2018-05-28,Varies with device,Varies with device
USR01728,FAMILY,4.5,1014822,56,50000000,Free,0,Everyone,Educational;Pretend Play,2017-06-29,1.2.3-play,4.1 and up
USR01729,FAMILY,4.4,86961,99,10000000,Free,0,Everyone,Casual;Action & Adventure,2018-06-05,2.0.1,4.0.3 and up
USR01730,FAMILY,4.4,7320,10,1000000,Free,0,Everyone,Entertainment;Education,2017-07-07,1.0.1,4.0.3 and up
USR01731,FAMILY,4.8,269194,6.9,10000000,Free,0,Everyone,Entertainment;Brain Games,2018-08-03,Varies with device,Varies with device
USR01732,FAMILY,4.4,59843,20,5000000,Free,0,Everyone,Puzzle;Brain Games,2018-01-09,2.3.3122,2.3 and up
USR01733,FAMILY,4.4,18616,10,1000000,Free,0,Everyone,Casual;Education,2018-08-05,1.0.9,4.0.3 and up
USR01734,FAMILY,4.3,11950,19,5000000,Free,0,Everyone,Educational;Education,2018-07-12,6.1,4.0.3 and up
USR01735,FAMILY,4.6,4289,33,500000,Free,0,Everyone,Casual;Brain Games,2018-07-31,3.5.3183,4.0.3 and up
USR01736,FAMILY,4.1,68286,85,10000000,Free,0,Everyone,Casual;Creativity,2018-07-30,1.3.7,4.1 and up
USR01737,FAMILY,4.5,11716,48,1000000,Free,0,Everyone,Casual;Brain Games,2018-08-03,8.4.3180,4.0 and up
USR01738,FAMILY,4.5,3323,9.6,1000000,Free,0,Everyone,Casual;Pretend Play,2017-07-14,1.0.1,4.0.3 and up
USR01739,FAMILY,4.5,36606,,10000000,Free,0,Everyone,Educational;Education,2018-06-22,Varies with device,4.0 and up
USR01740,FAMILY,4,328619,15,10000000,Free,0,Everyone,Casual;Creativity,2017-10-06,2.2,4.1 and up
USR01741,FAMILY,4.5,10216997,,100000000,Free,0,Everyone 10+,Casual;Action & Adventure,2018-07-12,Varies with device,Varies with device
USR01742,FAMILY,4.6,46741,50,10000000,Free,0,Everyone,Music;Music & Video,2018-08-03,1.73,4.0.3 and up
